,tune,chords
1717,420,"[('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('4', 'Am7'), ('4', 'D7'), ('4', 'Dm7'), ('4', 'Abm7')]"
1718,420,"[('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Dm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Ebmaj7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Abm7')]"
1719,420,"[('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('4', 'Am7'), ('4', 'D7'), ('4', 'Dm7'), ('4', 'Abm7'), ('1', 'Dbm6')]"
1720,421,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'A7#9'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dm7'), ('1', 'Abm7')]"
1721,421,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'A7#9'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dm7'), ('1', 'Abm7')]"
1722,421,"[('1', 'Am7'), ('1', 'D7'), ('1', 'Gmaj7'), ('1', 'Gmaj7'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fm7')]"
1723,421,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Em7b5'), ('1', 'A7#9'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('1', 'Dbm6')]"
1724,422,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gbm7'), ('1', 'B7b13'), ('1', 'Fmaj7'), ('1', 'Gbm6'), ('1', 'Bm7'), ('1', 'Bm7')]"
1725,422,"[('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Bm7b5'), ('2', 'E7b13'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('2', 'Am7'), ('2', 'G7')]"
1726,422,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gbm7'), ('1', 'B7b13'), ('1', 'Fmaj7'), ('1', 'Gbm6'), ('1', 'Bm7'), ('1', 'Bm7')]"
1727,422,"[('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'G7b9'), ('1', 'Cmaj7'), ('1', 'Gbm7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
1728,423,"[('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7')]"
1729,423,"[('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7')]"
1730,423,"[('1', 'F7'), ('1', 'F7'), ('1', 'C7'), ('1', 'C7'), ('1', 'F7'), ('1', 'Em7'), ('1', 'D7'), ('1', 'Dm7')]"
1731,423,"[('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7')]"
1732,424,"[('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'C7'), ('2', 'C7'), ('1', 'F6'), ('2', 'Bm9'), ('2', 'Bm9')]"
1733,424,"[('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'C7'), ('2', 'C7'), ('1', 'F6'), ('2', 'Bm9'), ('2', 'Bm9')]"
1734,424,"[('2', 'Emaj7'), ('2', 'Db7b9'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'E7'), ('1', 'B7'), ('1', 'Em7'), ('1', 'A9'), ('1', 'Dm9'), ('2', 'G7'), ('2', 'G7')]"
1735,424,"[('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'C7'), ('2', 'C7'), ('2', 'F6'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'G9sus'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7')]"
1736,425,"[('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'D7'), ('1', 'D7')]"
1737,425,"[('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'D7'), ('1', 'D7')]"
1738,425,"[('1', 'Ebm7'), ('1', 'Ab7'), ('1', 'Dbmaj7'), ('1', 'Dbmaj7'), ('1', 'Dbm7'), ('1', 'Gb7'), ('1', 'Bmaj7'), ('1', 'Bmaj7'), ('1', 'Bm7'), ('1', 'E7'), ('1', 'Amaj7'), ('1', 'Amaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7#5')]"
1739,425,"[('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'D7'), ('1', 'D7')]"
1740,425,"[('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'D7'), ('1', 'D7')]"
1741,426,"[('1', 'C6'), ('1', 'Gbm7'), ('1', 'C6'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7')]"
1742,426,"[('1', 'C6'), ('1', 'Gbm7'), ('1', 'C6'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7')]"
1743,426,"[('1', 'Gbm7'), ('1', 'Gbdim7'), ('1', 'C6'), ('2', 'Em7'), ('2', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('1', 'Am7')]"
1744,426,"[('1', 'C6'), ('1', 'Gbm7'), ('1', 'C6'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'G7')]"
1745,427,"[('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebmaj7'), ('1', 'C7b9'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Ebmaj7'), ('1', 'Abmaj7'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9')]"
1746,427,"[('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm'), ('1', 'Fm'), ('1', 'Fm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'Cm7/Bb'), ('1', 'Abmaj7'), ('1', 'Dm7b5'), ('1', 'G7b9')]"
1747,427,"[('2', 'Dm7b5'), ('2', 'G7b9')]"
1748,427,"[('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebmaj7'), ('1', 'C7b9'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Ebmaj7'), ('1', 'Abmaj7'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9')]"
1749,427,"[('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm'), ('1', 'Fm'), ('1', 'Fm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'Cm7/Bb'), ('1', 'Abmaj7'), ('1', 'Dm7b5'), ('1', 'G7b9')]"
1750,427,"[('1', 'Cm'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Gm7'), ('1', 'Cm')]"
1751,428,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am7'), ('1', 'Bm7'), ('2', 'Dm7'), ('2', 'Abm7sus'), ('1', 'Dbm6')]"
1752,428,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am7'), ('1', 'Bm7'), ('2', 'Dm7'), ('2', 'Abm7sus'), ('1', 'Dbm6')]"
1753,428,"[('2', 'Gbm7'), ('2', 'B7'), ('2', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'Emaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Dm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Abm7b9')]"
1754,428,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am7'), ('1', 'Bm7'), ('2', 'Dm7'), ('2', 'Abm7sus'), ('1', 'Dbm6'), ('2', 'D7'), ('4', 'Abm7'), ('4', 'Db7'), ('1', 'Dbm6')]"
1755,429,"[('2', 'Cmaj7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Am7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
1756,429,"[('2', 'Cmaj7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Am7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
1757,429,"[('1', 'Fmaj7'), ('1', 'B7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'E7'), ('2', 'Am'), ('2', 'AmM7'), ('2', 'Am7'), ('2', 'Am6'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
1758,429,"[('2', 'Cmaj7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Am7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
1759,430,"[('1', 'Cm'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('2', 'Cm'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Bb7sus'), ('2', 'Bb7'), ('1', 'Ebmaj7')]"
1760,430,"[('1', 'Ebmaj7'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('2', 'Cm'), ('2', 'Cm/Bb'), ('1', 'A7#9'), ('1', 'Am7#11'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm')]"
1761,431,"[('1', 'Cmaj7'), ('1', 'G7b9'), ('2', 'Cmaj7'), ('2', 'G7#5'), ('2', 'Cmaj7'), ('2', 'E7#5'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7b9'), ('1', 'Cmaj7'), ('1', 'G7b9'), ('2', 'Cmaj7'), ('2', 'G7#5'), ('2', 'Cmaj7'), ('2', 'E7#5'), ('1', 'Am7'), ('1', 'D7')]"
1762,431,"[('1', 'Gmaj7'), ('1', 'D7b9'), ('1', 'Gm7'), ('1', 'C7'), ('2', 'Fmaj7'), ('2', 'C7b9'), ('1', 'F69'), ('1', 'Fm7'), ('1', 'Bm9'), ('1', 'Dm7b5'), ('1', 'G7b9')]"
1763,431,"[('1', 'Cmaj7'), ('1', 'G7b9'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Fm6'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'G7'), ('1', 'C69'), ('1', 'C69')]"
1764,432,"[('1', 'Cmaj7'), ('1', 'F7#11'), ('1', 'Cmaj7'), ('1', 'F7#11'), ('1', 'Cmaj7'), ('1', 'F7#11')]"
1765,432,"[('1', 'Cmaj7'), ('1', 'F7#11'), ('1', 'Cmaj7'), ('1', 'F7#11'), ('1', 'Cmaj7'), ('1', 'F7#11')]"
1766,432,"[('2', 'Gbm7b5'), ('2', 'Fm6'), ('2', 'C6/E'), ('2', 'A7#5'), ('2', 'D7'), ('2', 'G7'), ('2', 'C6'), ('2', 'C7'), ('2', 'Gbm7b5'), ('2', 'Fm6'), ('2', 'C6/E'), ('2', 'A7#5'), ('1', 'D7'), ('1', 'G7')]"
1767,432,"[('1', 'Cmaj7'), ('1', 'F7#11'), ('1', 'Cmaj7'), ('1', 'F7#11'), ('1', 'Cmaj7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7b9'), ('2', 'C6'), ('2', 'G7')]"
1768,433,"[('1', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Gbm7'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('4', 'Bm7'), ('4', 'E7')]"
1769,433,"[('1', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Gbm7'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('4', 'Bm7'), ('4', 'E7')]"
1770,433,"[('1', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gb7b9'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Emaj7'), ('4', 'Am7'), ('4', 'D7'), ('2', 'Gmaj7'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'D7b9'), ('1', 'Dm7'), ('2', 'G7#5'), ('2', 'G7#5')]"
1771,433,"[('1', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Gbm7'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cmaj7'), ('4', 'Bm7'), ('4', 'E7'), ('4', 'Am7'), ('4', 'D7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Dbm6'), ('4', 'Dm7'), ('4', 'G7')]"
1772,434,"[('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Ebmaj9/A'), ('1', 'Em7/A'), ('1', 'Ebmaj9/A'), ('1', 'Em7/A'), ('1', 'Ebmaj9/A'), ('1', 'Em7/A'), ('1', 'Ebmaj9/A'), ('1', 'Em7/A')]"
1773,434,"[('1', 'Dmaj9'), ('1', 'Cmaj9'), ('1', 'Dmaj9'), ('1', 'Cmaj9'), ('1', 'Dmaj9'), ('1', 'Am7#11'), ('1', 'Gmaj7'), ('2', 'Dbm7b5'), ('2', 'Gb7'), ('1', 'Bm7'), ('1', 'Cmaj9'), ('4', 'Bm7'), ('4', 'E13'), ('2', 'Gmaj9'), ('2', 'Gm13b9'), ('2', 'Am13b9/F'), ('2', 'Bm13/E'), ('2', 'Em13#11')]"
1774,434,"[('1', 'Dmaj9'), ('1', 'Cmaj9'), ('1', 'Dmaj9'), ('1', 'Cmaj9'), ('1', 'Dmaj9'), ('1', 'Am7#11'), ('1', 'Gmaj7'), ('2', 'Dbm7b5'), ('2', 'Gb7'), ('1', 'Bm7'), ('1', 'Cmaj9'), ('4', 'Bm7'), ('4', 'E13'), ('2', 'Gmaj9'), ('2', 'Gm13b9'), ('2', 'Am13b9/F'), ('2', 'Bm13/E'), ('2', 'Em13#11')]"
1775,434,"[('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Dmaj9/A'), ('1', 'Em7/A')]"
1776,434,"[('1', 'Dmaj9'), ('1', 'Cmaj9'), ('1', 'Dmaj9'), ('1', 'Cmaj9'), ('1', 'Dmaj9'), ('1', 'Am7#11'), ('1', 'Gmaj7'), ('2', 'Dbm7b5'), ('2', 'Gb7#11'), ('1', 'Bm7'), ('1', 'Cmaj9'), ('2', 'Bm7'), ('2', 'E13'), ('2', 'Bbm7'), ('2', 'Em9'), ('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Dmaj9/A'), ('1', 'Em7/A'), ('1', 'Dmaj9/A'), ('1', 'Em7/A')]"
1777,435,"[('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Fm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Bm7')]"
1778,435,"[('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Fm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Bm7')]"
1779,435,"[('1', 'Abmaj7'), ('1', 'Bm7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Fm7'), ('1', 'Bm7b9'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'Cm7'), ('2', 'Am7b5'), ('2', 'D7b9'), ('1', 'Gmaj7')]"
1780,435,"[('1', 'Cm'), ('1', 'Cm'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'Cm'), ('1', 'Fm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Bm7')]"
1781,436,"[('1', 'Dbm7'), ('1', 'Gbm7'), ('1', 'Dbm7'), ('1', 'Gbm7'), ('1', 'Dbm7'), ('1', 'Gbm7'), ('1', 'Dbm7'), ('1', 'Gbm7')]"
1782,436,"[('2', 'Dbm'), ('2', 'Gbm'), ('2', 'Dbm7'), ('2', 'Gbm'), ('2', 'Dbm'), ('2', 'Gbm'), ('2', 'Dbm7'), ('2', 'Gbm'), ('2', 'Dbm'), ('4', 'Dbm/E'), ('4', 'Gbm'), ('1', 'G7sus'), ('2', 'Dbm'), ('4', 'Dbm/E'), ('4', 'Gbm'), ('1', 'G7sus'), ('1', 'Dm7'), ('1', 'Em7'), ('4', 'Am'), ('4', 'G'), ('4', 'Am'), ('4', 'G'), ('1', 'Am')]"
1783,437,"[('1', 'Cmaj7'), ('1', 'A7/Db'), ('1', 'Dm7'), ('1', 'B7'), ('1', 'Cmaj7/E'), ('1', 'E7b9'), ('1', 'Fmaj7'), ('2', 'Em7b5'), ('2', 'A7b9')]"
1784,437,"[('1', 'Dm7'), ('1', 'B7'), ('1', 'Cmaj7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7')]"
1785,437,"[('1', 'Cmaj7'), ('1', 'A7/Db'), ('1', 'Dm7'), ('1', 'B7'), ('1', 'Cmaj7/E'), ('1', 'E7b9'), ('1', 'Fmaj7'), ('2', 'Em7b5'), ('2', 'A7b9')]"
1786,437,"[('1', 'Dm7'), ('1', 'Bm7#11'), ('1', 'Cmaj7'), ('1', 'A7b13'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'G7')]"
1787,438,"[('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'C'), ('2', 'C'), ('2', 'Ddim7'), ('1', 'Dm7'), ('1', 'G7')]"
1788,438,"[('1', 'G7'), ('1', 'G7'), ('1', 'G7'), ('1', 'G7'), ('1', 'G7'), ('1', 'G7'), ('1', 'C'), ('2', 'Dm7'), ('2', 'G7')]"
1789,438,"[('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'F'), ('1', 'F')]"
1790,438,"[('1', 'F'), ('1', 'Gbdim7'), ('1', 'G/C'), ('1', 'A7'), ('1', 'D7'), ('1', 'G7'), ('1', 'C'), ('2', 'Dm7'), ('2', 'G7')]"
1791,439,"[('1', 'C6'), ('2', 'C6'), ('2', 'G7'), ('1', 'C7'), ('2', 'C7'), ('2', 'Am7'), ('1', 'G7'), ('2', 'G7'), ('2', 'Gdim7'), ('1', 'G7'), ('1', 'G7'), ('1', 'G7'), ('1', 'G7'), ('1', 'Dm7'), ('2', 'G7'), ('2', 'G7#9#5'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Cdim7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'G7')]"
1792,439,"[('1', 'Am7'), ('1', 'Am7'), ('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
1793,439,"[('1', 'C6'), ('2', 'C6'), ('2', 'G7'), ('1', 'C7'), ('2', 'C7'), ('2', 'Am7'), ('1', 'G7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
1794,440,"[('1', 'EbmM7b5'), ('1', 'Abm7b9'), ('2', 'Cmaj7'), ('2', 'Bbm7'), ('2', 'Abmaj7'), ('2', 'Gmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Bbm7'), ('2', 'Ab7'), ('2', 'Abm7'), ('2', 'Gb7'), ('2', 'Fm7'), ('2', 'Bb7'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7')]"
1795,440,"[('1', 'EbmM7b5'), ('1', 'Abm7b9'), ('2', 'Cmaj7'), ('2', 'Bbm7'), ('2', 'Abmaj7'), ('2', 'Gmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Bbm7'), ('2', 'Ab7'), ('2', 'Abm7'), ('2', 'Gb7'), ('2', 'Fm7'), ('2', 'Bb7'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7')]"
1796,440,"[('1', 'Fm7'), ('1', 'Bb7#5'), ('2', 'Ebmaj7'), ('2', 'Fm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebm7'), ('1', 'Ab7')]"
1797,440,"[('1', 'EbmM7b5'), ('1', 'Abm7b9'), ('2', 'Cmaj7'), ('2', 'Bbm7'), ('2', 'Abmaj7'), ('2', 'Gmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Bbm7'), ('2', 'Ab7'), ('2', 'Abm7'), ('2', 'Gb7'), ('2', 'Fm7'), ('2', 'Bb7'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7')]"
1798,441,"[('2', 'Cmaj7'), ('2', 'F7'), ('1', 'Bm7#11'), ('2', 'Cmaj7'), ('2', 'F7'), ('1', 'Bm7#11'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Bm7'), ('2', 'Bm7#11'), ('2', 'A7#11'), ('2', 'Am7#11'), ('1', 'G7#11')]"
1799,441,"[('2', 'Cmaj7'), ('2', 'F7'), ('1', 'Bm7#11'), ('2', 'Cmaj7'), ('2', 'F7'), ('1', 'Bm7#11'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Bm7'), ('2', 'Bm7#11'), ('2', 'A7#11'), ('2', 'Am7#11'), ('1', 'G7#11')]"
1800,441,"[('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7'), ('1', 'C7')]"
1801,441,"[('2', 'Cmaj7'), ('2', 'F7'), ('1', 'Bm7#11'), ('2', 'Cmaj7'), ('2', 'F7'), ('1', 'Bm7#11'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Bm7'), ('2', 'Bm7#11'), ('2', 'A7#11'), ('2', 'Am7#11'), ('1', 'G7#11')]"
1802,442,"[('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Ebm7'), ('1', 'Am7')]"
1803,442,"[('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('2', 'G7'), ('2', 'C7')]"
1804,442,"[('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Ebm7'), ('1', 'Am7')]"
1805,442,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Gm7'), ('2', 'C7')]"
1806,443,"[('1', 'Dm7'), ('1', 'DmM7'), ('1', 'Dm7'), ('1', 'Dm6'), ('1', 'Em7'), ('1', 'Fmaj7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'DmM7'), ('1', 'Dm7'), ('1', 'Dm6'), ('1', 'Emaj7'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'Emaj7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7')]"
