,tune,chords
751,181,"[('1', 'C'), ('1', 'Caug'), ('1', 'C6'), ('1', 'C7'), ('1', 'Dm7'), ('2', 'A7b13'), ('2', 'A7#9')]"
752,181,"[('1', 'C'), ('1', 'Caug'), ('1', 'C6'), ('1', 'C7'), ('1', 'Dm7'), ('2', 'A7b13'), ('2', 'A7#9')]"
753,181,"[('1', 'Am7'), ('1', 'AmM7'), ('2', 'Am/G'), ('2', 'Fmaj7'), ('1', 'Em7'), ('1', 'Em7b5'), ('1', 'A7#9'), ('1', 'Am7#11'), ('2', 'Dm7/G'), ('2', 'G7')]"
754,181,"[('1', 'C'), ('1', 'Caug'), ('1', 'C6'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'E7b9'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
755,182,"[('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Abm7')]"
756,182,"[('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am7'), ('1', 'Ebm7'), ('1', 'Dm7'), ('1', 'Abm7')]"
757,182,"[('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Abm7')]"
758,182,"[('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]"
759,183,"[('4', 'C6'), ('4', 'Bm7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Ebm7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7')]"
760,183,"[('4', 'C6'), ('4', 'Bm7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Ebm7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7')]"
761,183,"[('1', 'Bm7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7')]"
762,183,"[('4', 'C6'), ('4', 'Bm7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Ebm7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
763,184,"[('2', 'Db6'), ('2', 'Db/A'), ('2', 'C/F'), ('2', 'B/G'), ('2', 'Bb6'), ('2', 'Bbdim7'), ('2', 'A/F'), ('2', 'Fm'), ('1', 'G/C'), ('1', 'Ebmaj7/G'), ('1', 'G/C'), ('2', 'Fadd9'), ('4', 'F'), ('4', 'G')]"
764,184,"[('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'B/G'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7')]"
765,184,"[('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'B/G'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7')]"
766,184,"[('2', 'G'), ('2', 'E7'), ('2', 'Am'), ('2', 'B/G'), ('2', 'C'), ('2', 'B/Eb'), ('2', 'Em'), ('2', 'Gb/D'), ('2', 'G'), ('2', 'F/G'), ('2', 'E/C'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G'), ('2', 'Fmaj7'), ('2', 'G')]"
767,184,"[('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'B/G'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'C7'), ('2', 'F7'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7')]"
768,184,"[('2', 'Fmaj7'), ('2', 'G/F'), ('2', 'C'), ('4', 'F'), ('4', 'G')]"
769,184,"[('2', 'Fmaj7'), ('2', 'G/F'), ('2', 'Am7'), ('2', 'C7/G'), ('2', 'Fmaj7'), ('2', 'Em'), ('2', 'Fmaj7'), ('2', 'Em'), ('2', 'Fmaj7'), ('2', 'G/F'), ('1', 'C')]"
770,184,"[('2', 'Db6'), ('2', 'Db/A'), ('2', 'C/F'), ('2', 'B/G'), ('2', 'Bb6'), ('2', 'Bbdim7'), ('2', 'A/F'), ('2', 'Fm'), ('1', 'G/C'), ('1', 'Ebmaj7/G'), ('1', 'G/C'), ('2', 'Fadd9'), ('4', 'F'), ('4', 'G')]"
771,184,"[('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'B/G'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7')]"
772,184,"[('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'B/G'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7')]"
773,184,"[('2', 'G'), ('2', 'E7'), ('2', 'Am'), ('2', 'B/G'), ('2', 'C'), ('2', 'B/Eb'), ('2', 'Em'), ('2', 'Gb/D'), ('2', 'G'), ('2', 'F/G'), ('2', 'E/C'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G'), ('2', 'Fmaj7'), ('2', 'G')]"
774,184,"[('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'B/G'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'C7'), ('2', 'F7'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7')]"
775,184,"[('2', 'Fmaj7'), ('2', 'G/F'), ('2', 'Am7'), ('2', 'C7/G'), ('2', 'Fmaj7'), ('2', 'Em'), ('2', 'Fmaj7'), ('2', 'Em'), ('2', 'Fmaj7'), ('2', 'G/F'), ('1', 'C')]"
776,185,"[('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Bm7'), ('1', 'Bbm7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Gmaj7'), ('1', 'Eb7#5'), ('1', 'Ab7b9#5'), ('1', 'Dbm7'), ('1', 'Gm7b9'), ('1', 'Bmaj7'), ('1', 'Ebm7b5'), ('1', 'Ab7b9'), ('1', 'Dbmaj7#5'), ('1', 'Dbmaj7')]"
777,185,"[('1', 'Gm7b5'), ('1', 'C7#5'), ('1', 'Fm7'), ('1', 'Fm7/Eb'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'C7#5'), ('2', 'Fm7'), ('1', 'Dm7'), ('1', 'Dbmaj7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'D13sus'), ('2', 'D13'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Dbmaj7')]"
778,186,"[('1', 'Cm'), ('1', 'Cdim7'), ('1', 'Bbm7'), ('1', 'Eb7'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm'), ('1', 'C7b9')]"
779,186,"[('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Ebmaj7'), ('1', 'Abmaj7'), ('1', 'Dbmaj7'), ('1', 'Dbmaj7'), ('1', 'Dm7b5'), ('1', 'G7b9')]"
780,186,"[('1', 'Cm'), ('1', 'Cdim7'), ('1', 'Bbm7'), ('1', 'Eb7'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Gm7b5'), ('1', 'C7b9')]"
781,186,"[('1', 'Fm7'), ('1', 'Gdim7'), ('1', 'G/Eb'), ('1', 'Abmaj7'), ('1', 'Dbmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('1', 'G7b9')]"
782,187,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'G7'), ('1', 'G7')]"
783,187,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'G7'), ('1', 'G7')]"
784,187,"[('1', 'Fmaj7'), ('1', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('1', 'Cmaj7'), ('1', 'E7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'D7'), ('1', 'G7')]"
785,187,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'G7'), ('1', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7')]"
786,188,"[('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Am7/D'), ('1', 'D7'), ('1', 'Dm11'), ('1', 'G7'), ('2', 'C6'), ('2', 'G7#5'), ('1', 'C6'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm11'), ('1', 'G7'), ('1', 'G7'), ('1', 'G7'), ('1', 'Ebdim7'), ('2', 'G7/D'), ('2', 'Dm7b5')]"
787,188,"[('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Am7/D'), ('1', 'D7'), ('1', 'Dm11'), ('2', 'G7'), ('2', 'Gbm7'), ('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D9'), ('1', 'D9'), ('1', 'D9'), ('1', 'G9')]"
788,188,"[('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Am7/D'), ('1', 'D7'), ('1', 'Dm11'), ('1', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
789,189,"[('2', 'Cm'), ('2', 'CmM7'), ('2', 'Cm7'), ('2', 'Cm6'), ('2', 'Fm'), ('2', 'FmM7'), ('2', 'Fm7'), ('4', 'Fm7'), ('4', 'G7'), ('1', 'Cm'), ('1', 'C9#5'), ('2', 'Fm7'), ('2', 'Bb7b9')]"
790,189,"[('2', 'Cm'), ('2', 'CmM7'), ('2', 'Cm7'), ('2', 'Cm6'), ('2', 'Fm'), ('2', 'FmM7'), ('2', 'Fm7'), ('4', 'Fm7'), ('4', 'G7'), ('1', 'Cm'), ('1', 'C9#5'), ('2', 'Fm7'), ('2', 'Bb7b9')]"
791,189,"[('2', 'Bmaj7'), ('2', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Cm6'), ('2', 'Am7#5'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Bmaj7'), ('2', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('1', 'Fm7'), ('1', 'Bb7')]"
792,189,"[('2', 'Cm'), ('2', 'CmM7'), ('2', 'Cm7'), ('2', 'Cm6'), ('2', 'Fm'), ('2', 'FmM7'), ('2', 'Fm7'), ('4', 'Fm7'), ('4', 'G7'), ('1', 'Cm'), ('1', 'C9#5'), ('2', 'Fm7'), ('2', 'Bb7b9'), ('2', 'Eb6'), ('4', 'Dm7b5'), ('4', 'G7')]"
793,190,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'G7')]"
794,190,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'G7')]"
795,190,"[('1', 'Em7'), ('2', 'Dm7'), ('2', 'G7b9'), ('1', 'C6'), ('1', 'C6'), ('1', 'Gbm7b5'), ('1', 'B7b9'), ('2', 'Em7'), ('2', 'Edim7'), ('1', 'Dm7')]"
796,190,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'G7'), ('2', 'G7#5'), ('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7')]"
797,191,"[('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'Dm'), ('1', 'G7'), ('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'C'), ('1', 'Dm'), ('1', 'G7'), ('1', 'C'), ('1', 'C')]"
798,191,"[('1', 'Gbm'), ('1', 'Gbm'), ('1', 'C'), ('1', 'C'), ('1', 'G7'), ('1', 'G7'), ('1', 'C'), ('1', 'C7'), ('1', 'Gbm'), ('1', 'Gbm'), ('1', 'C'), ('1', 'C'), ('1', 'Dm'), ('1', 'G7'), ('1', 'C'), ('1', 'C')]"
799,192,"[('2', 'Cmaj7'), ('2', 'Em7'), ('2', 'Am7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7sus')]"
800,192,"[('2', 'Cmaj7'), ('2', 'Em7'), ('2', 'Am7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7sus')]"
801,192,"[('2', 'Gm7'), ('2', 'C7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Em'), ('2', 'EmM7'), ('2', 'Em7'), ('2', 'Em6'), ('2', 'Gb7'), ('2', 'B7b9'), ('4', 'Em7'), ('4', 'A7'), ('4', 'Dm7'), ('4', 'G7')]"
802,192,"[('2', 'Cmaj7'), ('2', 'Em7'), ('2', 'Am7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Em7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
803,193,"[('2', 'Gbm7b5'), ('2', 'Gbm7#11'), ('2', 'E7'), ('2', 'A7b13'), ('2', 'D7'), ('2', 'Em7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'Dm7/C'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'C7')]"
804,193,"[('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Cmaj7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'G7')]"
805,193,"[('2', 'Gbm7b5'), ('2', 'Gbm7#11'), ('2', 'E7'), ('2', 'A7b13'), ('2', 'D7'), ('2', 'Em7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'Dm7/C'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'C7')]"
806,193,"[('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Gbm7b5'), ('2', 'Gbm7#11'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
807,194,"[('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'C6'), ('1', 'Cdim7'), ('1', 'Cdim7'), ('1', 'Cdim7'), ('1', 'Cdim7'), ('2', 'Cdim7'), ('2', 'Bdim7'), ('1', 'Bdim7'), ('1', 'Am7'), ('1', 'G7')]"
808,194,"[('2', 'C'), ('2', 'E/C'), ('2', 'F'), ('2', 'G'), ('2', 'C'), ('2', 'E/C'), ('2', 'F'), ('2', 'G'), ('2', 'C'), ('2', 'C7'), ('2', 'F'), ('2', 'Gbdim7'), ('1', 'G/C'), ('1', 'C')]"
809,194,[]
810,194,"[('2', 'C'), ('2', 'E/C'), ('2', 'F'), ('2', 'G'), ('2', 'C'), ('2', 'E/C'), ('2', 'F'), ('2', 'G'), ('2', 'C'), ('2', 'C7'), ('2', 'F'), ('2', 'Gbdim7'), ('1', 'G/C'), ('1', 'C')]"
811,194,[]
812,194,"[('1', 'Cdim7'), ('1', 'Cdim7'), ('1', 'Cdim7'), ('1', 'Cdim7'), ('2', 'Cdim7'), ('2', 'Bdim7'), ('1', 'Bdim7'), ('1', 'Am7'), ('1', 'G7')]"
813,194,[]
814,195,"[('1', 'Cmaj7'), ('1', 'G7sus'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7sus'), ('1', 'Dbdim7')]"
815,195,"[('1', 'Cmaj7'), ('1', 'G7sus'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7sus'), ('1', 'Dbdim7')]"
816,195,"[('1', 'Bm7'), ('2', 'Cm/D'), ('2', 'D7'), ('1', 'Bm7'), ('1', 'D7sus'), ('1', 'Bm7'), ('2', 'Cm/D'), ('2', 'D7'), ('1', 'G7sus'), ('2', 'G6'), ('2', 'G7')]"
817,195,"[('1', 'Cmaj7'), ('1', 'G7sus'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Am7'), ('1', 'D7#11'), ('2', 'Dm7'), ('2', 'G7sus'), ('1', 'Dbdim7'), ('1', 'G7sus'), ('1', 'Dbdim7'), ('1', 'Dm9'), ('1', 'Dbdim7'), ('1', 'Cmaj7')]"
818,196,"[('1', 'Cmaj7#11'), ('1', 'Cmaj7#11'), ('1', 'Cmaj7#11'), ('1', 'Cmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11')]"
819,196,"[('1', 'Cmaj7#11'), ('1', 'Cmaj7#11'), ('1', 'Cmaj7#11'), ('1', 'Cmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11')]"
820,196,"[('1', 'Gbmaj7#11'), ('1', 'Gbmaj7#11'), ('1', 'Gbmaj7#11'), ('1', 'F7#11'), ('1', 'Ebmaj7#11'), ('1', 'Ebmaj7#11'), ('2', 'Ebmaj7#11'), ('2', 'Fmaj7#11'), ('2', 'Abmaj7#11'), ('2', 'Bbmaj7#11')]"
821,196,"[('1', 'Cmaj7#11'), ('1', 'Cmaj7#11'), ('1', 'Cmaj7#11'), ('1', 'Cmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11'), ('1', 'Bbmaj7#11')]"
822,197,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'Bm7')]"
823,197,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'Bm7')]"
824,197,"[('1', 'Dbm7'), ('1', 'Gb7'), ('1', 'Cm7'), ('1', 'Gbm7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'Bbm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Abm7'), ('2', 'Db7')]"
825,197,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Gm7'), ('2', 'Cm7'), ('2', 'Gbm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Cmaj7')]"
826,198,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('4', 'G7'), ('4', 'Abdim'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'G7'), ('4', 'Abdim'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
827,198,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('4', 'G7'), ('4', 'Abdim'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'G7'), ('4', 'Abdim'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
828,198,"[('2', 'Em7'), ('2', 'Em7'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('2', 'Em'), ('2', 'EmM7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
829,198,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('4', 'G7'), ('4', 'Abdim'), ('2', 'Am7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'G7'), ('4', 'Abdim'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'G7')]"
830,199,"[('1', 'Dm7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Fmaj7'), ('1', 'Em7'), ('1', 'A7b9')]"
831,199,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'A7b9'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'A7b9')]"
832,199,"[('1', 'Dm7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Fmaj7'), ('1', 'Em7'), ('1', 'A7b9')]"
833,199,"[('1', 'Dm7'), ('1', 'Bb7'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Em7'), ('2', 'A7b9')]"
834,200,"[('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Bm7'), ('2', 'Ebmaj7'), ('2', 'A7#11'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Gbmaj7'), ('2', 'F7#5'), ('2', 'Ebm7'), ('4', 'Am7'), ('4', 'G7'), ('1', 'Dbmaj7')]"
835,200,"[('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Bm7'), ('2', 'Ebmaj7'), ('2', 'A7#11'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Gbmaj7'), ('2', 'F7#5'), ('2', 'Ebm7'), ('4', 'Am7'), ('4', 'G7'), ('1', 'Dbmaj7')]"
836,200,"[('2', 'Gm7'), ('2', 'C7'), ('2', 'Cm7'), ('2', 'F7'), ('1', 'Gm7'), ('1', 'Bmaj7'), ('2', 'Dm7'), ('2', 'G7b13'), ('2', 'Cmaj7'), ('4', 'Gm7'), ('4', 'C7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'A7'), ('4', 'D7'), ('4', 'G7')]"
837,200,"[('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Bm7'), ('2', 'Ebmaj7'), ('2', 'A7#11'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Gbmaj7'), ('2', 'F7#5'), ('2', 'Ebm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'D7'), ('4', 'Dm7'), ('4', 'G7'), ('1', 'Dbmaj7')]"
838,201,"[('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7')]"
839,201,"[('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7')]"
840,201,"[('2', 'Am'), ('2', 'AmM7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'G7')]"
841,201,"[('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7')]"
842,202,"[('2', 'Cm'), ('2', 'Am7b5'), ('2', 'D7'), ('2', 'G7b13'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Fm7'), ('2', 'Em7'), ('1', 'Dm7b5'), ('1', 'G7b13')]"
