,tune,chords
389,389,"[('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'A7b13'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'A7b13'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Fmaj7'), ('2', 'Dm7'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('1', 'Em7'), ('2', 'A7'), ('2', 'Gb7b9'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Abm7sus'), ('1', 'Abm7#5'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'A7b13'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Bm7#11'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]"
390,390,"[('2', 'D7'), ('2', 'D7'), ('2', 'Abm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'D7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Abm7'), ('2', 'D7'), ('2', 'D7'), ('2', 'Abm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'D7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('1', 'Dbm6')]"
391,391,"[('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Abm7sus'), ('2', 'Dbm6'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Abm7sus'), ('2', 'Dbm6'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('2', 'Dbm6/E'), ('1', 'Ebm9'), ('1', 'Ebm9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'Gbm7b5'), ('2', 'B7'), ('2', 'Em7'), ('2', 'Am7b5'), ('2', 'Ebm7sus'), ('2', 'Ebm7'), ('2', 'Dm7'), ('2', 'A7#9'), ('2', 'Ab7#11'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Abm7sus'), ('2', 'Dbm6'), ('2', 'Fmaj7'), ('2', 'Em7'), ('2', 'Abm7sus'), ('2', 'Dbm6'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('2', 'Dbm6/E'), ('1', 'Ebm9'), ('1', 'Ebm9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'Am7'), ('2', 'Gbm7b5'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Dbm6'), ('1', 'Abm7')]"
392,392,"[('1', 'C6'), ('1', 'Dbdim7'), ('1', 'Dm6'), ('1', 'Ebdim7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'D7'), ('1', 'G7'), ('1', 'C6'), ('1', 'Dbdim7'), ('1', 'Dm6'), ('1', 'Ebdim7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'C7'), ('1', 'Fmaj7'), ('2', 'Gbm7b5'), ('2', 'B7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
393,393,"[('1', 'Cmaj7'), ('2', 'Bbmaj7'), ('2', 'Amaj7'), ('1', 'Abmaj7'), ('1', 'G7#9'), ('1', 'Cm7'), ('1', 'Cmaj7'), ('2', 'Bbmaj7'), ('2', 'Amaj7'), ('1', 'Abmaj7'), ('1', 'G7#9'), ('1', 'Cm7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Em7'), ('1', 'Bm7b5'), ('1', 'Dm7b5'), ('1', 'Am7b5'), ('1', 'Cm7b5'), ('1', 'GbmM7b5'), ('1', 'Bm7#5'), ('1', 'Bm7#5')]"
394,394,"[('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('1', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Abm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'E7'), ('1', 'E7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('1', 'Cmaj7'), ('1', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
395,395,"[('1', 'C6'), ('1', 'F7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'F7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'G7'), ('1', 'G7'), ('1', 'C6'), ('1', 'F7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'F7')]"
396,396,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'Dm7'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('1', 'Cmaj7/E'), ('1', 'E7b13'), ('2', 'Am7'), ('2', 'E7b13'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'Dm7'), ('2', 'Dm7'), ('2', 'Ebdim7'), ('1', 'Cmaj7/E'), ('1', 'E7b13'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Cmaj7/E'), ('2', 'A7b13'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
397,397,"[('2', 'Dbm7'), ('2', 'E7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Dbm7'), ('2', 'E7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Gbm7'), ('1', 'Gbm7'), ('1', 'Dbm7'), ('2', 'Dbm7'), ('2', 'Dbm7'), ('2', 'Am7'), ('2', 'AmM7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Dm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'E7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Dbm'), ('2', 'Abm7'), ('2', 'Dbm7'), ('2', 'E7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Dbm7'), ('2', 'E7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Gbm7'), ('1', 'Gbm7'), ('1', 'Dbm7'), ('2', 'Dbm7'), ('2', 'Dbm7'), ('2', 'Am7'), ('2', 'AmM7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Dm7'), ('1', 'Abm7'), ('2', 'Dbm7'), ('2', 'E7'), ('2', 'Gbm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Gm7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Dbm'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm7'), ('2', 'A7')]"
398,398,"[('1', 'A7'), ('1', 'A7'), ('1', 'A7'), ('1', 'A7'), ('1', 'Ebm7'), ('1', 'Ebm7'), ('1', 'Ebm7'), ('1', 'Ebm7'), ('1', 'A7'), ('1', 'A7'), ('1', 'A7'), ('1', 'A7'), ('1', 'Ebm7'), ('1', 'Ebm7'), ('1', 'Ebm7'), ('1', 'Ebm7')]"
399,399,"[('1', 'Cmaj7'), ('1', 'Dm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Fmaj7'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Fmaj7'), ('1', 'Dm7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Fmaj7'), ('2', 'Em7b5'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'Dm7/C'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7')]"
400,400,[]
401,401,"[('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Gb7#11'), ('2', 'Gbm7'), ('2', 'Bm7'), ('2', 'Eb7'), ('2', 'Ab7'), ('2', 'Db7'), ('2', 'Dm7'), ('2', 'Abm7#5'), ('2', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Gb7#11'), ('2', 'Gbm7'), ('2', 'Bm7'), ('2', 'Eb7'), ('2', 'Ab7'), ('2', 'Db7'), ('2', 'Dm7'), ('2', 'Abm7#5'), ('2', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gm7'), ('1', 'Dbm7#11'), ('1', 'Fmaj7'), ('1', 'Em7b5'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Gbm7'), ('2', 'Gb7'), ('2', 'Eb7'), ('2', 'Ab7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Gb7#11'), ('2', 'Gbm7'), ('2', 'Bm7'), ('2', 'Eb7'), ('2', 'Ab7'), ('2', 'Db7'), ('2', 'Dm7'), ('2', 'Abm7#5'), ('2', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
402,402,"[('1', 'Cm9'), ('1', 'Cm9'), ('1', 'Cm9'), ('1', 'Cm9'), ('1', 'Bmaj7#11'), ('1', 'Bmaj7#11'), ('1', 'Bmaj7#11'), ('1', 'Bmaj7#11'), ('1', 'Cm9'), ('1', 'Cm9'), ('1', 'Cm9'), ('1', 'Cm9'), ('1', 'Bmaj7#11'), ('1', 'Bmaj7#11'), ('1', 'Bmaj7#11'), ('1', 'Bmaj7#11'), ('1', 'Abmaj7/Bb'), ('1', 'Abmaj7/Bb'), ('1', 'Abmaj7/Bb'), ('1', 'Abmaj7/Bb'), ('1', 'Ab69'), ('1', 'Ab69'), ('1', 'Ab69'), ('1', 'Ab69'), ('1', 'Cm9'), ('1', 'Cm9'), ('1', 'Cm9'), ('1', 'Cm9'), ('1', 'Cmmaj9#11'), ('1', 'Cmmaj9#11'), ('1', 'Cmmaj9#11'), ('1', 'Cmmaj9#11')]"
403,403,"[('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Dm7b5'), ('2', 'G7'), ('1', 'Cm7'), ('1', 'Cm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Dm7b5'), ('2', 'G7'), ('1', 'Cm7'), ('1', 'Cm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Am7'), ('2', 'G7'), ('1', 'Bb7'), ('1', 'Bb7'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'G7'), ('1', 'G7'), ('1', 'Cm7'), ('1', 'G7'), ('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Dm7b5'), ('2', 'G7'), ('1', 'Cm7'), ('1', 'Cm7'), ('2', 'Am7'), ('2', 'G7'), ('2', 'Am7'), ('2', 'G7'), ('1', 'Cm7'), ('1', 'Cm7')]"
404,404,"[('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Edim7'), ('1', 'Em7b5'), ('1', 'A7b13'), ('1', 'Dm7'), ('2', 'Fm6'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('2', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'Emaj7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Gm7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('2', 'E7'), ('2', 'E7'), ('2', 'Gbm7'), ('2', 'Gbm7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
405,405,"[('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('4', 'Dm7'), ('4', 'G7'), ('4', 'C6'), ('4', 'Dm7'), ('4', 'Edim'), ('4', 'Em7'), ('1', 'F7'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('4', 'Dm7'), ('4', 'G7'), ('4', 'C6'), ('4', 'Dm7'), ('4', 'Edim'), ('4', 'Em7'), ('1', 'F7'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('1', 'Fm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('2', 'Fm7'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('2', 'Fm7'), ('2', 'Em7'), ('2', 'Dm7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('2', 'F7'), ('2', 'Cmaj7'), ('4', 'Dm7'), ('4', 'G7'), ('4', 'C6'), ('4', 'Dm7'), ('4', 'Edim'), ('4', 'Em7'), ('1', 'F7'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
406,406,"[('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'F7'), ('1', 'F7'), ('1', 'F7'), ('1', 'F7'), ('1', 'F7'), ('1', 'F7'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('1', 'Cm7')]"
407,407,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bb7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Bm7b5'), ('2', 'E7b13'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bb7'), ('2', 'Dm'), ('2', 'Dm7/C'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'Bb7'), ('1', 'Em7'), ('2', 'Ebm7'), ('2', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'C6')]"
408,408,"[('1', 'E7#5'), ('1', 'E7#5'), ('1', 'Amaj7'), ('1', 'Em7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'E7#5'), ('1', 'E7#5'), ('1', 'Amaj7'), ('1', 'Em7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('4', 'Em7b5'), ('4', 'A7'), ('1', 'D7'), ('2', 'Ebm7'), ('2', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Cmaj7/B'), ('2', 'Am7'), ('2', 'Fm6'), ('2', 'Cmaj7/G'), ('4', 'B7'), ('4', 'Bm7/F'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G9sus'), ('1', 'C6'), ('1', 'C6')]"
409,409,"[('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Fmaj7'), ('4', 'Gbm7b5'), ('4', 'B7'), ('2', 'Em7'), ('2', 'Bbm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am7'), ('1', 'Ebm7'), ('1', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Bbm7'), ('2', 'Dm7'), ('2', 'Abm7')]"
410,410,"[('1', 'Gbm6'), ('1', 'Gbm6'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'C6'), ('1', 'B7'), ('1', 'C6'), ('1', 'C6'), ('1', 'A7'), ('1', 'A7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Gbm6'), ('1', 'Gbm6'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'C6'), ('1', 'B7'), ('1', 'C6'), ('1', 'C6'), ('2', 'Em7b5'), ('2', 'A7'), ('2', 'Em7b5'), ('2', 'A7'), ('1', 'E7'), ('1', 'Am7'), ('2', 'Gbm6'), ('2', 'Gbdim7'), ('1', 'G7'), ('1', 'C6'), ('1', 'C6')]"
411,411,"[('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Dm7#11'), ('2', 'Cm7#11'), ('4', 'Fm7'), ('4', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Dm7#11'), ('2', 'Cm7#11'), ('4', 'Fm7'), ('4', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'Fm7'), ('2', 'Bb7'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dm7b5'), ('2', 'Am7'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'Fm7'), ('2', 'Bb7'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dm7b5'), ('2', 'Am7'), ('2', 'G7b9'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Dm7#11'), ('2', 'Cm7#11'), ('4', 'Fm7'), ('4', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9')]"
412,412,"[('1', 'Dm7'), ('1', 'G7'), ('1', 'Dbm6'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dbm6'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dbm6'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dbm6'), ('2', 'Em7'), ('2', 'A7')]"
413,413,"[('2', 'D7'), ('2', 'G7'), ('1', 'Cm6'), ('2', 'F7'), ('2', 'Bm7'), ('1', 'Ebmaj7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cm6'), ('1', 'Am7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cm6'), ('2', 'F7'), ('2', 'Bm7'), ('1', 'Ebmaj7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cm6'), ('1', 'Am7'), ('1', 'Am7'), ('2', 'G7'), ('2', 'C7'), ('2', 'F7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'Am7'), ('1', 'Dbmaj7'), ('2', 'F7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Gm7'), ('1', 'Bmaj7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cm6'), ('2', 'F7'), ('2', 'Bm7'), ('1', 'Ebmaj7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cm6'), ('1', 'Am7'), ('1', 'Am7')]"
