,tune,chords
420,84,"[('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbm7#5'), ('2', 'Gbm7'), ('2', 'Gbdim7'), ('2', 'Em7b5'), ('2', 'A7'), ('1', 'Em7'), ('2', 'Bbm7'), ('2', 'Eb7'), ('2', 'Dmaj7'), ('2', 'Em7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Ebm7'), ('2', 'Ab7'), ('2', 'Dm7'), ('2', 'Abm7')]"
421,84,"[('1', 'Em7'), ('2', 'Bbm7'), ('2', 'Eb7'), ('2', 'Dmaj7'), ('2', 'Em7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Ebm7'), ('2', 'Ab7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbm7#5'), ('2', 'Gbm7'), ('2', 'Gbdim7'), ('2', 'Em7b5'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7')]"
422,84,"[('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbm7#5'), ('2', 'Gbm7'), ('2', 'Gbdim7'), ('2', 'Em7b5'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7')]"
423,85,"[('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'D7'), ('2', 'G7')]"
424,85,"[('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'D7'), ('2', 'G7'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'D7'), ('2', 'G7')]"
425,85,"[('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'D7'), ('2', 'G7'), ('1', 'Gbm6'), ('1', 'Gbdim7'), ('1', 'C6'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Gbm6'), ('1', 'Gbdim7'), ('2', 'C6'), ('2', 'A7b9'), ('2', 'Dm7b5'), ('2', 'G7')]"
426,85,"[('1', 'Gbm6'), ('1', 'Gbdim7'), ('1', 'C6'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Gbm6'), ('1', 'Gbdim7'), ('2', 'C6'), ('2', 'A7b9'), ('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'D7'), ('2', 'G7'), ('1', 'C6')]"
427,85,"[('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'Gbdim7'), ('2', 'Gbm6'), ('2', 'C6/E'), ('2', 'C6'), ('2', 'D7'), ('2', 'G7'), ('1', 'C6')]"
428,86,"[('1', 'C'), ('1', 'Caug'), ('1', 'C6'), ('1', 'Cmaj7'), ('1', 'C6'), ('1', 'Dbdim7'), ('1', 'Dm7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'Dm'), ('1', 'Dmb6'), ('1', 'Dm6'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'Ebdim7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
429,86,"[('1', 'C'), ('1', 'Caug'), ('1', 'C6'), ('1', 'Cmaj7'), ('1', 'C6'), ('1', 'Dbdim7'), ('1', 'Dm7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'Dm'), ('1', 'Dmb6'), ('1', 'Dm6'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'Ebdim7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Fmaj7'), ('4', 'Gm7'), ('4', 'Abm7'), ('4', 'Am7'), ('4', 'Gm7'), ('2', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'G7'), ('2', 'G7sus'), ('2', 'G7')]"
430,86,"[('2', 'Gm7'), ('2', 'C7'), ('2', 'Gm7'), ('2', 'C7'), ('2', 'Fmaj7'), ('4', 'Gm7'), ('4', 'Abm7'), ('4', 'Am7'), ('4', 'Gm7'), ('2', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'G7'), ('2', 'G7sus'), ('2', 'G7'), ('1', 'C'), ('1', 'Caug'), ('1', 'C6'), ('1', 'Cmaj7'), ('1', 'C'), ('1', 'Cmaj7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
431,86,"[('1', 'C'), ('1', 'Caug'), ('1', 'C6'), ('1', 'Cmaj7'), ('1', 'C'), ('1', 'Cmaj7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]"
432,87,"[('1', 'Cm6'), ('2', 'Gm7'), ('2', 'Cm7'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'G7'), ('1', 'Cm6'), ('1', 'Em13#11'), ('1', 'G13#11'), ('1', 'G13#11')]"
433,87,"[('1', 'Cm6'), ('2', 'Gm7'), ('2', 'Cm7'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'G7'), ('1', 'Cm6'), ('1', 'Em13#11'), ('1', 'G13#11'), ('1', 'G13#11'), ('1', 'Cm6'), ('2', 'Gm7'), ('2', 'Cm7'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'G7'), ('1', 'Cm6'), ('1', 'Em13#11'), ('1', 'G13#11'), ('1', 'G13#11')]"
434,87,"[('1', 'Cm6'), ('2', 'Gm7'), ('2', 'Cm7'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'G7'), ('1', 'Cm6'), ('1', 'Em13#11'), ('1', 'G13#11'), ('1', 'G13#11'), ('2', 'Gbmaj7'), ('2', 'G7'), ('2', 'Ebm7'), ('2', 'Am7#11'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Am7'), ('2', 'D7sus'), ('2', 'D7'), ('1', 'G13#11'), ('1', 'G13#11')]"
435,87,"[('2', 'Gbmaj7'), ('2', 'G7'), ('2', 'Ebm7'), ('2', 'Am7#11'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Am7'), ('2', 'D7sus'), ('2', 'D7'), ('1', 'G13#11'), ('1', 'G13#11'), ('1', 'Cm6'), ('2', 'Gm7'), ('2', 'Cm7'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'G7'), ('1', 'Cm6'), ('1', 'Em13#11'), ('1', 'G13#11'), ('1', 'G13#11')]"
436,87,"[('1', 'Cm6'), ('2', 'Gm7'), ('2', 'Cm7'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Abmaj7'), ('2', 'G7'), ('1', 'Cm6'), ('1', 'Em13#11'), ('1', 'G13#11'), ('1', 'G13#11')]"
437,88,"[('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Em7'), ('1', 'A7')]"
438,88,"[('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('1', 'G7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Gm7'), ('1', 'Dbm7')]"
439,88,"[('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('1', 'G7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Em7'), ('1', 'A7')]"
440,88,"[('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'A7'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Cmaj7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Am7/G'), ('1', 'Gbdim7'), ('1', 'Dbm6/G'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Gm7'), ('1', 'Dbm7')]"
441,88,"[('1', 'Dm7'), ('1', 'A7'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Cmaj7'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'Am7'), ('2', 'Am7/G'), ('1', 'Gbdim7'), ('1', 'Dbm6/G'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('1', 'Gm7'), ('1', 'Dbm7')]"
442,89,"[('1', 'Cmaj7'), ('1', 'E7'), ('1', 'A7'), ('1', 'Fm7'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('2', 'D7'), ('2', 'Abm7')]"
443,89,"[('1', 'Cmaj7'), ('1', 'E7'), ('1', 'A7'), ('1', 'Fm7'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('2', 'D7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('1', 'E7'), ('1', 'A7'), ('1', 'Fm7'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('2', 'D7'), ('2', 'Abm7')]"
444,89,"[('1', 'Cmaj7'), ('1', 'E7'), ('1', 'A7'), ('1', 'Fm7'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('2', 'D7'), ('2', 'Abm7'), ('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'Abm7')]"
445,89,"[('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('1', 'E7'), ('1', 'A7'), ('1', 'Fm7'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('2', 'D7'), ('2', 'Abm7'), ('1', 'Cmaj7')]"
446,89,"[('1', 'Cmaj7'), ('1', 'E7'), ('1', 'A7'), ('1', 'Fm7'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('2', 'D7'), ('2', 'Abm7'), ('1', 'Cmaj7')]"
447,90,"[('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fmaj7'), ('2', 'Bbmaj7'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'Gm7'), ('4', 'Bbm7'), ('4', 'Em7'), ('2', 'Am7'), ('4', 'Abm7'), ('4', 'Dm7'), ('2', 'Gm7'), ('2', 'C7#9'), ('1', 'F6')]"
448,90,"[('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fmaj7'), ('2', 'Bbmaj7'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'Gm7'), ('4', 'Bbm7'), ('4', 'Em7'), ('2', 'Am7'), ('4', 'Abm7'), ('4', 'Dm7'), ('2', 'Gm7'), ('2', 'C7#9'), ('1', 'F6'), ('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fmaj7'), ('2', 'Bbmaj7'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'Gm7'), ('4', 'Bbm7'), ('4', 'Em7'), ('2', 'Am7'), ('4', 'Abm7'), ('4', 'Dm7'), ('2', 'Gm7'), ('2', 'C7#9'), ('1', 'F6')]"
449,90,"[('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fmaj7'), ('2', 'Bbmaj7'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'Gm7'), ('4', 'Bbm7'), ('4', 'Em7'), ('2', 'Am7'), ('4', 'Abm7'), ('4', 'Dm7'), ('2', 'Gm7'), ('2', 'C7#9'), ('1', 'F6'), ('2', 'Em7b5'), ('2', 'A7#9'), ('1', 'Dm6'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dmaj7'), ('2', 'Dm7'), ('2', 'G7#9'), ('1', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Cm7'), ('2', 'F7')]"
450,90,"[('2', 'Em7b5'), ('2', 'A7#9'), ('1', 'Dm6'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dmaj7'), ('2', 'Dm7'), ('2', 'G7#9'), ('1', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fmaj7'), ('2', 'Bbmaj7'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'Gm7'), ('4', 'Bbm7'), ('4', 'Em7'), ('2', 'Am7'), ('4', 'Abm7'), ('4', 'Dm7'), ('2', 'Gm7'), ('2', 'C7#9'), ('1', 'F6')]"
451,90,"[('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fmaj7'), ('2', 'Bbmaj7'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'Gm7'), ('4', 'Bbm7'), ('4', 'Em7'), ('2', 'Am7'), ('4', 'Abm7'), ('4', 'Dm7'), ('2', 'Gm7'), ('2', 'C7#9'), ('1', 'F6')]"
452,91,"[('2', 'Cm6'), ('2', 'Cdim'), ('1', 'Dbm7'), ('2', 'Gb7'), ('2', 'Gb7#5'), ('1', 'Cm6'), ('2', 'Bmaj7/Eb'), ('2', 'Ebdim'), ('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Dbm7'), ('2', 'Gb7'), ('4', 'Cm6'), ('4', 'Cdim'), ('4', 'Gb7/Db'), ('4', 'Gb7')]"
453,91,"[('2', 'Cm6'), ('2', 'Cdim'), ('1', 'Dbm7'), ('2', 'Gb7'), ('2', 'Gb7#5'), ('1', 'Cm6'), ('2', 'Bmaj7/Eb'), ('2', 'Ebdim'), ('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Dbm7'), ('2', 'Gb7'), ('4', 'Cm6'), ('4', 'Cdim'), ('4', 'Gb7/Db'), ('4', 'Gb7'), ('2', 'Cm6'), ('2', 'Cdim'), ('1', 'Dbm7'), ('2', 'Gb7'), ('2', 'Gb7#5'), ('2', 'Cm6'), ('2', 'Cm7#5'), ('1', 'Emaj7'), ('1', 'Bmaj7/Eb'), ('1', 'Dbm7'), ('2', 'Cm6'), ('2', 'Cm7#5'), ('2', 'Emaj7'), ('2', 'Em6'), ('2', 'Bmaj7/Eb'), ('2', 'Ebdim7'), ('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Cm6'), ('4', 'Dbm7'), ('4', 'Gb7')]"
454,91,"[('2', 'Cm6'), ('2', 'Cdim'), ('1', 'Dbm7'), ('2', 'Gb7'), ('2', 'Gb7#5'), ('2', 'Cm6'), ('2', 'Cm7#5'), ('1', 'Emaj7'), ('1', 'Bmaj7/Eb'), ('1', 'Dbm7'), ('2', 'Cm6'), ('2', 'Cm7#5'), ('2', 'Emaj7'), ('2', 'Em6'), ('2', 'Bmaj7/Eb'), ('2', 'Ebdim7'), ('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Cm6'), ('4', 'Dbm7'), ('4', 'Gb7')]"
455,92,"[('1', 'C6'), ('1', 'Bm6'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C7sus'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('1', 'Bm7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dbmaj7'), ('2', 'G7'), ('1', 'C6'), ('1', 'Bm6')]"
456,92,"[('1', 'C6'), ('1', 'Bm6'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C7sus'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('1', 'Bm7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dbmaj7'), ('2', 'G7'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C7sus'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('1', 'Bm7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dbmaj7'), ('2', 'G7'), ('1', 'C6'), ('1', 'Bm6')]"
457,92,"[('1', 'C6'), ('1', 'Bm6'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C6'), ('1', 'Bm6'), ('1', 'C7sus'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('1', 'Bm7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dbmaj7'), ('2', 'G7'), ('1', 'C6'), ('1', 'Bm6')]"
458,93,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('2', 'Dm7'), ('2', 'G7')]"
459,93,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Cmaj7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Gbdim7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'G7'), ('1', 'Cmaj7')]"
460,93,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'D7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Cmaj7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Gbdim7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'G7'), ('1', 'Cmaj7')]"
461,94,"[('2', 'Cmaj7'), ('2', 'Bbmaj7'), ('2', 'Abmaj7'), ('2', 'Gbmaj7'), ('2', 'Fmaj7'), ('2', 'B13'), ('2', 'Emaj7'), ('2', 'Amaj7#11'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dbmaj7'), ('2', 'Gbmaj7'), ('2', 'Bmaj7'), ('2', 'Emaj7'), ('2', 'Amaj7'), ('2', 'Dmaj7')]"
462,94,"[('2', 'Cmaj7'), ('2', 'Bbmaj7'), ('2', 'Abmaj7'), ('2', 'Gbmaj7'), ('2', 'Fmaj7'), ('2', 'B13'), ('2', 'Emaj7'), ('2', 'Amaj7#11'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dbmaj7'), ('2', 'Gbmaj7'), ('2', 'Bmaj7'), ('2', 'Emaj7'), ('2', 'Amaj7'), ('2', 'Dmaj7'), ('2', 'Cmaj7'), ('2', 'Bbmaj7'), ('2', 'Abmaj7'), ('2', 'Gbmaj7'), ('2', 'Fmaj7'), ('2', 'B13'), ('2', 'Emaj7'), ('2', 'Amaj7#11'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dbmaj7'), ('2', 'Gbmaj7'), ('2', 'Bmaj7'), ('2', 'Emaj7'), ('2', 'Amaj7'), ('2', 'Dmaj7')]"
463,94,"[('2', 'Cmaj7'), ('2', 'Bbmaj7'), ('2', 'Abmaj7'), ('2', 'Gbmaj7'), ('2', 'Fmaj7'), ('2', 'B13'), ('2', 'Emaj7'), ('2', 'Amaj7#11'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dbmaj7'), ('2', 'Gbmaj7'), ('2', 'Bmaj7'), ('2', 'Emaj7'), ('2', 'Amaj7'), ('2', 'Dmaj7'), ('1', 'Am7sus'), ('1', 'Am7sus'), ('1', 'Am7sus'), ('1', 'Am7sus'), ('1', 'G7sus'), ('1', 'G7sus'), ('1', 'G7sus'), ('1', 'G7sus')]"
464,94,"[('1', 'Am7sus'), ('1', 'Am7sus'), ('1', 'Am7sus'), ('1', 'Am7sus'), ('1', 'G7sus'), ('1', 'G7sus'), ('1', 'G7sus'), ('1', 'G7sus'), ('2', 'Cmaj7'), ('2', 'Bbmaj7'), ('2', 'Abmaj7'), ('2', 'Gbmaj7'), ('2', 'Fmaj7'), ('2', 'B13'), ('2', 'Emaj7'), ('2', 'Amaj7#11'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dbmaj7'), ('2', 'Gbmaj7'), ('2', 'Bmaj7'), ('2', 'Emaj7'), ('2', 'Amaj7'), ('2', 'Dmaj7')]"
465,94,"[('2', 'Cmaj7'), ('2', 'Bbmaj7'), ('2', 'Abmaj7'), ('2', 'Gbmaj7'), ('2', 'Fmaj7'), ('2', 'B13'), ('2', 'Emaj7'), ('2', 'Amaj7#11'), ('2', 'Ebmaj7'), ('2', 'Abmaj7'), ('2', 'Dbmaj7'), ('2', 'Gbmaj7'), ('2', 'Bmaj7'), ('2', 'Emaj7'), ('2', 'Amaj7'), ('2', 'Dmaj7')]"
466,95,"[('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7')]"
467,95,"[('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
468,95,"[('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('1', 'G7')]"
469,95,"[('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'D7'), ('1', 'G7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
470,95,"[('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7')]"
471,96,"[('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'A7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7')]"
472,96,"[('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'A7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Cmaj7'), ('4', 'Bm7b5'), ('4', 'E7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7')]"
